date,equity,daily_pnl,trades,wins,losses
2026-07-07,100462.0,462.0,3,3,0
2026-07-13,101197.38184,735.3818399999999,3,3,0
2026-07-16,101695.2729586528,497.89111865280006,3,3,0
2026-07-17,101528.49271100061,-166.7802476521906,3,2,1
2026-07-23,102021.92118557607,493.42847457546293,3,3,0
