date,equity,daily_pnl,daily_pnl_pct,regime,trade_day,aligned,open_positions
2026-07-01,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-07-02,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-07-03,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-07-06,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-07-07,171635.03,71635.03,71.635,CONTRACTION,True,True,0
2026-07-08,171635.03,0.0,0.0,CONTRACTION,False,True,0
2026-07-09,171635.03,0.0,0.0,CONTRACTION,False,True,0
2026-07-10,171635.03,0.0,0.0,CONTRACTION,False,True,0
2026-07-13,352278.51,180643.49,105.2486,CONTRACTION,True,True,0
2026-07-14,352278.51,0.0,0.0,CONTRACTION,False,True,0
2026-07-15,352278.51,0.0,0.0,CONTRACTION,False,True,0
2026-07-16,646252.99,293974.48,83.4494,CONTRACTION,True,True,0
2026-07-17,646252.99,0.0,0.0,CONTRACTION,False,True,0
2026-07-20,646252.99,0.0,0.0,CONTRACTION,False,True,0
2026-07-21,646252.99,0.0,0.0,CONTRACTION,False,True,0
2026-07-22,646252.99,0.0,0.0,CONTRACTION,False,True,0
2026-07-23,1126407.83,480154.84,74.2983,CONTRACTION,True,True,0
2026-07-24,1126407.83,0.0,0.0,CONTRACTION,False,True,0
