date,equity,daily_pnl,daily_pnl_pct,traded,aligned,net_win
2026-07-07,177000.0,77000.00000000001,77.00000000000003,True,True,True
2026-07-13,392940.0,215939.99999999997,121.99999999999996,True,True,True
2026-07-16,715150.8,322210.8,81.99999999999999,True,True,True
2026-07-17,715150.8,0.0,,False,False,
2026-07-23,1294422.9479999999,579272.1479999999,81.0,True,True,True
