trade_id,asset,direction,entry_price,exit_price,stop_price,entry_date,exit_date,position_size,leverage,pnl_pct,pnl_usd,exit_reason,regime,stop_hit
XAUUSD-2026-06-01-CLOSE,XAUUSD,SHORT,4523.5,4475.200195,4568.735,2026-06-01,2026-06-01,6666.666666666667,500,1.0678,35591.77,CLOSE,CONTRACTION,False
EURUSD-2026-06-01-CLOSE,EURUSD,SHORT,1.1668,1.16385,1.178468,2026-06-01,2026-06-01,6666.666666666667,500,0.2528,8427.61,CLOSE,CONTRACTION,False
AUDUSD-2026-06-01-CLOSE,AUDUSD,SHORT,0.7177,0.716,0.724877,2026-06-01,2026-06-01,6666.666666666667,500,0.2369,7895.59,CLOSE,CONTRACTION,False
XAUUSD-2026-06-03-CLOSE,XAUUSD,SHORT,4471.200195,4436.700195,4515.91219695,2026-06-03,2026-06-03,10127.664393402358,500,0.7716,39072.78,CLOSE,CONTRACTION,False
EURUSD-2026-06-03-CLOSE,EURUSD,SHORT,1.16365,1.16045,1.1752865000000001,2026-06-03,2026-06-03,10127.664393402358,500,0.275,13925.38,CLOSE,CONTRACTION,False
AUDUSD-2026-06-03-CLOSE,AUDUSD,SHORT,0.71785,0.7129,0.7250285,2026-06-03,2026-06-03,10127.664393402358,500,0.6896,34918.12,CLOSE,CONTRACTION,False
XAUUSD-2026-06-05-CLOSE,XAUUSD,SHORT,4472.299805,4337.100098,4517.022803049999,2026-06-05,2026-06-05,15988.748971407591,500,3.023,241673.67,CLOSE,CONTRACTION,False
EURUSD-2026-06-05-CLOSE,EURUSD,SHORT,1.1617,1.15275,1.173317,2026-06-05,2026-06-05,15988.748971407591,500,0.7704,61590.47,CLOSE,CONTRACTION,False
AUDUSD-2026-06-05-CLOSE,AUDUSD,SHORT,0.7132,0.70425,0.720332,2026-06-05,2026-06-05,15988.748971407591,500,1.2549,100322.0,CLOSE,CONTRACTION,False
XAUUSD-2026-06-24-CLOSE,XAUUSD,SHORT,4104.399902,3990.300049,4145.44390102,2026-06-24,2026-06-24,42894.49162190289,500,2.7799,596220.56,CLOSE,CONTRACTION,False
EURUSD-2026-06-24-CLOSE,EURUSD,SHORT,1.13915,1.13635,1.1505415,2026-06-24,2026-06-24,42894.49162190289,500,0.2458,52716.75,CLOSE,CONTRACTION,False
AUDUSD-2026-06-24-CLOSE,AUDUSD,SHORT,0.6915,0.68825,0.698415,2026-06-24,2026-06-24,42894.49162190289,500,0.47,100800.5,CLOSE,CONTRACTION,False
