date,equity,daily_pnl,daily_pnl_pct,regime,trade_day,aligned,open_positions
2026-05-01,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-05-04,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-05-05,75856.4,-24143.6,-24.1436,CONTRACTION,True,True,0
2026-05-06,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-07,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-08,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-11,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-12,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-13,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-14,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-15,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-18,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-19,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-20,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-21,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-22,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-26,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-27,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-28,75856.4,0.0,0.0,CONTRACTION,False,True,0
2026-05-29,75856.4,0.0,0.0,CONTRACTION,False,True,0
