date,equity,daily_pnl,daily_pnl_pct,regime,trade_day,aligned,open_positions
2026-03-02,100000.0,0.0,0.0,CONTRACTION,False,True,0
2026-03-03,297458.28,197458.28,197.4583,CONTRACTION,True,True,0
2026-03-04,297458.28,0.0,0.0,CONTRACTION,False,True,0
2026-03-05,312108.06,14649.78,4.925,CONTRACTION,True,True,0
2026-03-06,312108.06,0.0,0.0,CONTRACTION,False,True,0
2026-03-09,312108.06,0.0,0.0,CONTRACTION,False,True,0
2026-03-10,312108.06,0.0,0.0,CONTRACTION,False,True,0
2026-03-11,312108.06,0.0,0.0,CONTRACTION,False,True,0
2026-03-12,668006.92,355898.86,114.0307,CONTRACTION,True,True,0
2026-03-13,1426244.64,758237.72,113.5075,CONTRACTION,True,True,0
2026-03-16,1426244.64,0.0,0.0,CONTRACTION,False,True,0
2026-03-17,1426244.64,0.0,0.0,CONTRACTION,False,True,0
2026-03-18,4108750.12,2682505.47,188.0817,CONTRACTION,True,True,0
2026-03-19,4108750.12,0.0,0.0,CONTRACTION,False,True,0
2026-03-20,4169383.35,60633.24,1.4757,CONTRACTION,True,True,0
2026-03-23,4169383.35,0.0,0.0,CONTRACTION,False,True,0
2026-03-24,4169383.35,0.0,0.0,CONTRACTION,False,True,0
2026-03-25,4169383.35,0.0,0.0,CONTRACTION,False,True,0
2026-03-26,9821266.29,5651882.94,135.5568,CONTRACTION,True,True,0
2026-03-27,9821266.29,0.0,0.0,CONTRACTION,False,True,0
2026-03-30,9821266.29,0.0,0.0,CONTRACTION,False,True,0
2026-03-31,9821266.29,0.0,0.0,CONTRACTION,False,True,0
