trade_id,asset,direction,entry_price,exit_price,stop_price,entry_date,exit_date,position_size,leverage,pnl_pct,pnl_usd,exit_reason,regime,stop_hit
XAUUSD-2026-04-02-CLOSE,XAUUSD,SHORT,4758.779785,4676.419922,4806.36758285,2026-04-02,2026-04-02,6666.666666666667,500,1.7307,57689.76,CLOSE,CONTRACTION,False
EURUSD-2026-04-02-CLOSE,EURUSD,SHORT,1.1589,1.1538,1.1704890000000001,2026-04-02,2026-04-02,6666.666666666667,500,0.4401,14669.08,CLOSE,CONTRACTION,False
AUDUSD-2026-04-02-CLOSE,AUDUSD,SHORT,0.6929,0.6908,0.6998289999999999,2026-04-02,2026-04-02,6666.666666666667,500,0.3031,10102.47,CLOSE,CONTRACTION,False
XAUUSD-2026-04-16-STOP_LOSS,XAUUSD,SHORT,4791.830078,4839.74837878,4839.74837878,2026-04-16,2026-04-16,12164.087557764198,500,-1.0,-60820.44,STOP_LOSS,CONTRACTION,True
EURUSD-2026-04-16-CLOSE,EURUSD,SHORT,1.18,1.1782,1.1918,2026-04-16,2026-04-16,12164.087557764198,500,0.1525,9277.69,CLOSE,CONTRACTION,False
AUDUSD-2026-04-16-CLOSE,AUDUSD,SHORT,0.717,0.7161,0.72417,2026-04-16,2026-04-16,12164.087557764198,500,0.1255,7634.36,CLOSE,CONTRACTION,False
XAUUSD-2026-04-21-CLOSE,XAUUSD,SHORT,4820.25,4712.850098,4868.4525,2026-04-21,2026-04-21,9236.862270242278,500,2.2281,102903.18,CLOSE,CONTRACTION,False
EURUSD-2026-04-21-CLOSE,EURUSD,SHORT,1.1788,1.1743,1.190588,2026-04-21,2026-04-21,9236.862270242278,500,0.3817,17630.59,CLOSE,CONTRACTION,False
AUDUSD-2026-04-21-CLOSE,AUDUSD,SHORT,0.7176,0.7152,0.724776,2026-04-21,2026-04-21,9236.862270242278,500,0.3344,15446.26,CLOSE,CONTRACTION,False
XAUUSD-2026-04-23-CLOSE,XAUUSD,SHORT,4738.790039,4693.879883,4786.177939390001,2026-04-23,2026-04-23,18302.19747465352,500,0.9477,86726.2,CLOSE,CONTRACTION,False
EURUSD-2026-04-23-CLOSE,EURUSD,SHORT,1.1705,1.1684,1.1822050000000002,2026-04-23,2026-04-23,18302.19747465352,500,0.1794,16418.03,CLOSE,CONTRACTION,False
AUDUSD-2026-04-23-CLOSE,AUDUSD,SHORT,0.7161,0.7129,0.7232609999999999,2026-04-23,2026-04-23,18302.19747465352,500,0.4469,40893.05,CLOSE,CONTRACTION,False
XAUUSD-2026-04-28-CLOSE,XAUUSD,SHORT,4682.120117,4595.509766,4728.94131817,2026-04-28,2026-04-28,27904.683527778758,500,1.8498,258091.89,CLOSE,CONTRACTION,False
EURUSD-2026-04-28-CLOSE,EURUSD,SHORT,1.1724,1.1712,1.1841240000000002,2026-04-28,2026-04-28,27904.683527778758,500,0.1024,14280.8,CLOSE,CONTRACTION,False
AUDUSD-2026-04-28-CLOSE,AUDUSD,SHORT,0.7187,0.7182,0.7258870000000001,2026-04-28,2026-04-28,27904.683527778758,500,0.0696,9706.65,CLOSE,CONTRACTION,False
XAUUSD-2026-04-29-CLOSE,XAUUSD,SHORT,4595.52002,4544.120117,4641.4752202,2026-04-29,2026-04-29,46709.97283223475,500,1.1185,261220.5,CLOSE,CONTRACTION,False
EURUSD-2026-04-29-CLOSE,EURUSD,SHORT,1.1712,1.1677,1.182912,2026-04-29,2026-04-29,46709.97283223475,500,0.2988,69793.76,CLOSE,CONTRACTION,False
AUDUSD-2026-04-29-CLOSE,AUDUSD,SHORT,0.7181,0.7117,0.725281,2026-04-29,2026-04-29,46709.97283223475,500,0.8912,208149.16,CLOSE,CONTRACTION,False
