trade_id,asset,direction,entry_price,exit_price,stop_price,entry_date,exit_date,position_size,leverage,pnl_pct,pnl_usd,exit_reason,regime,stop_hit
XAUUSD-2025-06-03-CLOSE,XAUUSD,SHORT,3379.99,3352.25,3413.7898999999998,2025-06-03,2025-06-03,6666.666666666667,500,0.8207,27357.08,CLOSE,CONTRACTION,False
EURUSD-2025-06-03-CLOSE,EURUSD,SHORT,1.1441,1.1372,1.155541,2025-06-03,2025-06-03,6666.666666666667,500,0.6031,20103.14,CLOSE,CONTRACTION,False
AUDUSD-2025-06-03-CLOSE,AUDUSD,SHORT,0.6495,0.6462,0.655995,2025-06-03,2025-06-03,6666.666666666667,500,0.5081,16936.1,CLOSE,CONTRACTION,False
XAUUSD-2025-06-06-CLOSE,XAUUSD,SHORT,3354.26,3310.17,3387.8026000000004,2025-06-06,2025-06-06,10959.755029601509,500,1.3144,72030.13,CLOSE,CONTRACTION,False
EURUSD-2025-06-06-CLOSE,EURUSD,SHORT,1.1445,1.1395,1.155945,2025-06-06,2025-06-06,10959.755029601509,500,0.4369,23940.05,CLOSE,CONTRACTION,False
AUDUSD-2025-06-06-CLOSE,AUDUSD,SHORT,0.6511,0.6493,0.6576110000000001,2025-06-06,2025-06-06,10959.755029601509,500,0.2765,15149.41,CLOSE,CONTRACTION,False
