date,equity,daily_pnl,daily_pnl_pct,regime,trade_day,aligned,open_positions
2025-07-01,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-07-02,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-07-03,148510.4,48510.4,48.5104,CONTRACTION,True,True,0
2025-07-04,148510.4,0.0,0.0,CONTRACTION,False,True,0
2025-07-07,227514.38,79003.98,53.1976,CONTRACTION,True,True,0
2025-07-08,227514.38,0.0,0.0,CONTRACTION,False,True,0
2025-07-09,227514.38,0.0,0.0,CONTRACTION,False,True,0
2025-07-10,227514.38,0.0,0.0,CONTRACTION,False,True,0
2025-07-11,227514.38,0.0,0.0,CONTRACTION,False,True,0
2025-07-14,299371.81,71857.43,31.5837,CONTRACTION,True,True,0
2025-07-15,473840.17,174468.36,58.2782,CONTRACTION,True,True,0
2025-07-16,473840.17,0.0,0.0,CONTRACTION,False,True,0
2025-07-17,670125.02,196284.84,41.4243,CONTRACTION,True,True,0
2025-07-18,670125.02,0.0,0.0,CONTRACTION,False,True,0
2025-07-21,670125.02,0.0,0.0,CONTRACTION,False,True,0
2025-07-22,670125.02,0.0,0.0,CONTRACTION,False,True,0
2025-07-23,670125.02,0.0,0.0,CONTRACTION,False,True,0
2025-07-24,862339.89,192214.88,28.6834,CONTRACTION,True,True,0
2025-07-25,1266764.93,404425.04,46.8986,CONTRACTION,True,True,0
2025-07-28,2385430.42,1118665.49,88.3088,CONTRACTION,True,True,0
2025-07-29,2385430.42,0.0,0.0,CONTRACTION,False,True,0
2025-07-30,5492657.64,3107227.22,130.2586,CONTRACTION,True,True,0
2025-07-31,5492657.64,0.0,0.0,CONTRACTION,False,True,0
