date,equity,daily_pnl,daily_pnl_pct,regime,trade_day,aligned,open_positions
2025-01-02,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-03,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-06,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-07,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-08,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-09,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-10,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-13,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-14,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-15,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-16,100000.0,0.0,0.0,CONTRACTION,False,True,0
2025-01-17,136509.77,36509.77,36.5098,CONTRACTION,True,True,0
2025-01-20,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-21,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-22,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-23,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-24,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-27,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-28,136509.77,0.0,0.0,CONTRACTION,False,True,0
2025-01-29,168271.23,31761.46,23.2668,CONTRACTION,True,True,0
2025-01-30,168271.23,0.0,0.0,CONTRACTION,False,True,0
2025-01-31,168271.23,0.0,0.0,CONTRACTION,False,True,0
