trade_id,asset,direction,entry_price,exit_price,stop_price,entry_date,exit_date,position_size,leverage,pnl_pct,pnl_usd,exit_reason,regime,stop_hit
XAUUSD-2025-11-03-CLOSE,XAUUSD,SHORT,4002.28,4001.67,4042.3028000000004,2025-11-03,2025-11-03,6666.666666666667,500,0.0152,508.04,CLOSE,CONTRACTION,False
EURUSD-2025-11-03-CLOSE,EURUSD,SHORT,1.1536,1.152,1.165136,2025-11-03,2025-11-03,6666.666666666667,500,0.1387,4623.21,CLOSE,CONTRACTION,False
AUDUSD-2025-11-03-CLOSE,AUDUSD,SHORT,0.6548,0.6538,0.661348,2025-11-03,2025-11-03,6666.666666666667,500,0.1527,5090.61,CLOSE,CONTRACTION,False
XAUUSD-2025-11-04-CLOSE,XAUUSD,SHORT,4001.67,3932.05,4041.6867,2025-11-04,2025-11-04,7348.124344326333,500,1.7398,63920.37,CLOSE,CONTRACTION,False
EURUSD-2025-11-04-CLOSE,EURUSD,SHORT,1.1519,1.1483,1.163419,2025-11-04,2025-11-04,7348.124344326333,500,0.3125,11482.44,CLOSE,CONTRACTION,False
AUDUSD-2025-11-04-CLOSE,AUDUSD,SHORT,0.6536,0.649,0.660136,2025-11-04,2025-11-04,7348.124344326333,500,0.7038,25857.84,CLOSE,CONTRACTION,False
XAUUSD-2025-11-17-CLOSE,XAUUSD,SHORT,4082.02,4044.61,4122.8402,2025-11-17,2025-11-17,14098.834283432254,500,0.9165,64604.95,CLOSE,CONTRACTION,False
EURUSD-2025-11-17-CLOSE,EURUSD,SHORT,1.1621,1.1591,1.173721,2025-11-17,2025-11-17,14098.834283432254,500,0.2582,18198.31,CLOSE,CONTRACTION,False
AUDUSD-2025-11-17-CLOSE,AUDUSD,SHORT,0.6533,0.6494,0.659833,2025-11-17,2025-11-17,14098.834283432254,500,0.597,42082.85,CLOSE,CONTRACTION,False
XAUUSD-2025-11-20-CLOSE,XAUUSD,SHORT,4081.66,4077.5,4122.4766,2025-11-20,2025-11-20,22424.574736890732,500,0.1019,11427.49,CLOSE,CONTRACTION,False
EURUSD-2025-11-20-CLOSE,EURUSD,SHORT,1.1537,1.1529,1.1652369999999999,2025-11-20,2025-11-20,22424.574736890732,500,0.0693,7774.84,CLOSE,CONTRACTION,False
AUDUSD-2025-11-20-CLOSE,AUDUSD,SHORT,0.6478,0.644,0.654278,2025-11-20,2025-11-20,22424.574736890732,500,0.5866,65771.37,CLOSE,CONTRACTION,False
